timestamp,condition,camPos,camPos-X,camPos-Y,camPos-Z,camDir,camDir-X,camDir-Y,camDir-Z,task,user
636056669145187610,SpatialInputCamera,CameraPosition,854.8238,602.8398,-198.1749,CameraDirection,0.07124322,-0.6989709,-0.7115927,NT,user-01
636056669145343855,SpatialInputCamera,CameraPosition,826.1785,609.94,-168.0124,CameraDirection,0.05695098,-0.6942843,-0.7174441,NT,user-01
636056669145499973,SpatialInputCamera,CameraPosition,826.1785,609.94,-168.0124,CameraDirection,0.05695098,-0.6942843,-0.7174441,NT,user-01
636056669145656358,SpatialInputCamera,CameraPosition,811.6326,611.3604,-153.0863,CameraDirection,0.04738098,-0.6915708,-0.720753,NT,user-01
636056669145812489,SpatialInputCamera,CameraPosition,801.8984,611.2779,-143.3396,CameraDirection,0.03698997,-0.6901309,-0.7227389,NT,user-01
636056669145968759,SpatialInputCamera,CameraPosition,801.8984,611.2779,-143.3396,CameraDirection,0.03698997,-0.6901309,-0.7227389,NT,user-01
636056669146281286,SpatialInputCamera,CameraPosition,782.4837,609.9575,-124.2857,CameraDirection,0.01350078,-0.6901227,-0.7235664,NT,user-01
636056669146437454,SpatialInputCamera,CameraPosition,782.4837,609.9575,-124.2857,CameraDirection,0.01350078,-0.6901227,-0.7235664,NT,user-01
636056669146593703,SpatialInputCamera,CameraPosition,763.7115,606.2366,-106.127,CameraDirection,-0.02367361,-0.6915826,-0.7219093,NT,user-01
636056669146750109,SpatialInputCamera,CameraPosition,754.3856,603.9384,-97.17138,CameraDirection,-0.04479111,-0.6944147,-0.7181797,NT,user-01
636056669146906358,SpatialInputCamera,CameraPosition,740.0424,599.5005,-84.01988,CameraDirection,-0.07954032,-0.6989052,-0.7107778,NT,user-01
636056669147062493,SpatialInputCamera,CameraPosition,730.3755,596.5844,-75.30507,CameraDirection,-0.1021279,-0.7022842,-0.704533,NT,user-01
636056669147218734,SpatialInputCamera,CameraPosition,730.3755,596.5844,-75.30507,CameraDirection,-0.1021279,-0.7022842,-0.704533,NT,user-01
636056669147374992,SpatialInputCamera,CameraPosition,711.4099,591.0414,-57.99669,CameraDirection,-0.1450353,-0.7086541,-0.6904885,NT,user-01
636056669147531233,SpatialInputCamera,CameraPosition,711.4099,591.0414,-57.99669,CameraDirection,-0.1450353,-0.7086541,-0.6904885,NT,user-01
636056669147687495,SpatialInputCamera,CameraPosition,692.7153,586.8169,-40.24006,CameraDirection,-0.1788359,-0.7157032,-0.6751198,NT,user-01
636056669147843867,SpatialInputCamera,CameraPosition,683.4508,585.1974,-31.17047,CameraDirection,-0.19351,-0.7183822,-0.6681923,NT,user-01
636056669147999998,SpatialInputCamera,CameraPosition,683.4508,585.1974,-31.17047,CameraDirection,-0.19351,-0.7183822,-0.6681923,NT,user-01
636056669148156239,SpatialInputCamera,CameraPosition,669.8954,583.3705,-17.66767,CameraDirection,-0.2151297,-0.7209001,-0.6588036,NT,user-01
636056669148312562,SpatialInputCamera,CameraPosition,661.2958,582.5235,-8.738201,CameraDirection,-0.2304057,-0.7208617,-0.6536601,NT,user-01
636056669148468779,SpatialInputCamera,CameraPosition,661.2958,582.5235,-8.738201,CameraDirection,-0.2304057,-0.7208617,-0.6536601,NT,user-01
636056669148781262,SpatialInputCamera,CameraPosition,645.1055,581.4465,8.953291,CameraDirection,-0.2644381,-0.7176453,-0.64425,NT,user-01
636056669148937503,SpatialInputCamera,CameraPosition,645.1055,581.4465,8.953291,CameraDirection,-0.2644381,-0.7176453,-0.64425,NT,user-01
636056669149093880,SpatialInputCamera,CameraPosition,630.2507,581.2173,26.10775,CameraDirection,-0.3026337,-0.7116666,-0.6339902,NT,user-01
636056669149250129,SpatialInputCamera,CameraPosition,623.1868,581.3827,34.73385,CameraDirection,-0.3209038,-0.7087814,-0.6282115,NT,user-01
636056669149406383,SpatialInputCamera,CameraPosition,613.4153,582.3674,47.82498,CameraDirection,-0.3433788,-0.7072036,-0.6180243,NT,user-01
636056669149562501,SpatialInputCamera,CameraPosition,613.4153,582.3674,47.82498,CameraDirection,-0.3433788,-0.7072036,-0.6180243,NT,user-01
636056669149718890,SpatialInputCamera,CameraPosition,607.4089,583.2224,56.52587,CameraDirection,-0.3574229,-0.7052482,-0.6122695,NT,user-01
636056669149875139,SpatialInputCamera,CameraPosition,595.9418,585.2777,73.25469,CameraDirection,-0.3835188,-0.7013885,-0.6008059,NT,user-01
636056669150031225,SpatialInputCamera,CameraPosition,595.9418,585.2777,73.25469,CameraDirection,-0.3835188,-0.7013885,-0.6008059,NT,user-01
636056669150187478,SpatialInputCamera,CameraPosition,585.3949,587.0593,88.89444,CameraDirection,-0.4077555,-0.6946252,-0.5926476,NT,user-01
636056669150343728,SpatialInputCamera,CameraPosition,580.532,588.0055,95.98517,CameraDirection,-0.4189374,-0.6925712,-0.5872279,NT,user-01
636056669150499985,SpatialInputCamera,CameraPosition,580.532,588.0055,95.98517,CameraDirection,-0.4189374,-0.6925712,-0.5872279,NT,user-01
636056669150656272,SpatialInputCamera,CameraPosition,574.0678,589.3452,106.1743,CameraDirection,-0.4334894,-0.6901132,-0.579509,NT,user-01
636056669150812505,SpatialInputCamera,CameraPosition,568.4348,590.449,115.2723,CameraDirection,-0.45003,-0.6859639,-0.5717751,NT,user-01
636056669150968759,SpatialInputCamera,CameraPosition,568.4348,590.449,115.2723,CameraDirection,-0.45003,-0.6859639,-0.5717751,NT,user-01
636056669151281315,SpatialInputCamera,CameraPosition,563.4628,591.3421,123.4281,CameraDirection,-0.4663046,-0.6805643,-0.5651479,NT,user-01
636056669151437659,SpatialInputCamera,CameraPosition,563.4628,591.3421,123.4281,CameraDirection,-0.4663046,-0.6805643,-0.5651479,NT,user-01
636056669151593765,SpatialInputCamera,CameraPosition,558.2599,592.5643,133.2414,CameraDirection,-0.4830852,-0.6728563,-0.5602618,NT,user-01
636056669151750018,SpatialInputCamera,CameraPosition,556.2502,593.2474,137.419,CameraDirection,-0.4895058,-0.6687434,-0.5596129,NT,user-01
636056669151906280,SpatialInputCamera,CameraPosition,556.2502,593.2474,137.419,CameraDirection,-0.4895058,-0.6687434,-0.5596129,NT,user-01
636056669152062521,SpatialInputCamera,CameraPosition,554.0875,594.6013,143.1403,CameraDirection,-0.4945325,-0.6655998,-0.5589404,NT,user-01
636056669152218898,SpatialInputCamera,CameraPosition,553.088,595.5588,146.2909,CameraDirection,-0.4971743,-0.6625161,-0.560259,NT,user-01
636056669152374996,SpatialInputCamera,CameraPosition,551.6233,597.6067,150.6935,CameraDirection,-0.5013966,-0.6531857,-0.5674064,NT,user-01
636056669152531241,SpatialInputCamera,CameraPosition,551.6233,597.6067,150.6935,CameraDirection,-0.5013966,-0.6531857,-0.5674064,NT,user-01
636056669152687651,SpatialInputCamera,CameraPosition,550.9061,599.7852,152.6712,CameraDirection,-0.5033243,-0.6475096,-0.5721852,NT,user-01
636056669152843904,SpatialInputCamera,CameraPosition,550.6281,600.7121,152.9529,CameraDirection,-0.5043991,-0.6414291,-0.5780573,NT,user-01
636056669153000162,SpatialInputCamera,CameraPosition,550.6281,600.7121,152.9529,CameraDirection,-0.5043991,-0.6414291,-0.5780573,NT,user-01
636056669153156247,SpatialInputCamera,CameraPosition,550.0968,602.1642,151.9089,CameraDirection,-0.5047176,-0.6284511,-0.5918696,NT,user-01
636056669153312534,SpatialInputCamera,CameraPosition,550.0968,602.1642,151.9089,CameraDirection,-0.5047176,-0.6284511,-0.5918696,NT,user-01
636056669153625029,SpatialInputCamera,CameraPosition,549.7836,602.3073,151.1375,CameraDirection,-0.5055736,-0.6235844,-0.5962699,NT,user-01
636056669153781311,SpatialInputCamera,CameraPosition,547.9623,601.8461,146.6653,CameraDirection,-0.5067008,-0.6053317,-0.6138631,NT,user-01
636056669153937663,SpatialInputCamera,CameraPosition,547.9623,601.8461,146.6653,CameraDirection,-0.5067008,-0.6053317,-0.6138631,NT,user-01
636056669154093921,SpatialInputCamera,CameraPosition,544.8644,599.9445,139.8997,CameraDirection,-0.5009392,-0.5976328,-0.6260154,NT,user-01
636056669154250154,SpatialInputCamera,CameraPosition,542.6802,598.3336,135.3965,CameraDirection,-0.4976406,-0.5959314,-0.6302536,NT,user-01
636056669154406420,SpatialInputCamera,CameraPosition,542.6802,598.3336,135.3965,CameraDirection,-0.4976406,-0.5959314,-0.6302536,NT,user-01
636056669154562661,SpatialInputCamera,CameraPosition,537.4214,593.597,124.8036,CameraDirection,-0.489704,-0.5956599,-0.6366943,NT,user-01
636056669154718791,SpatialInputCamera,CameraPosition,534.1081,590.2005,118.6032,CameraDirection,-0.4886844,-0.5940108,-0.6390139,NT,user-01
636056669154875037,SpatialInputCamera,CameraPosition,528.2838,584.0353,107.8337,CameraDirection,-0.4907127,-0.590206,-0.640982,NT,user-01
636056669155031422,SpatialInputCamera,CameraPosition,528.2838,584.0353,107.8337,CameraDirection,-0.4907127,-0.590206,-0.640982,NT,user-01
636056669155187688,SpatialInputCamera,CameraPosition,519.356,574.0518,91.39233,CameraDirection,-0.4974941,-0.5891617,-0.6367012,NT,user-01
636056669155343917,SpatialInputCamera,CameraPosition,519.356,574.0518,91.39233,CameraDirection,-0.4974941,-0.5891617,-0.6367012,NT,user-01
636056669155500178,SpatialInputCamera,CameraPosition,514.6059,568.5323,82.59955,CameraDirection,-0.5009602,-0.5899714,-0.633224,NT,user-01
636056669155656531,SpatialInputCamera,CameraPosition,507.1183,559.5774,68.7594,CameraDirection,-0.5067862,-0.5913356,-0.6272878,NT,user-01
636056669155812821,SpatialInputCamera,CameraPosition,501.7137,553.2566,59.03323,CameraDirection,-0.5109139,-0.5938116,-0.6215743,NT,user-01
636056669156125135,SpatialInputCamera,CameraPosition,501.7137,553.2566,59.03323,CameraDirection,-0.5109139,-0.5938116,-0.6215743,NT,user-01
636056669156281377,SpatialInputCamera,CameraPosition,491.0448,541.1901,39.25389,CameraDirection,-0.5112695,-0.6084924,-0.6069107,NT,user-01
636056669156437679,SpatialInputCamera,CameraPosition,491.0448,541.1901,39.25389,CameraDirection,-0.5112695,-0.6084924,-0.6069107,NT,user-01
636056669156593929,SpatialInputCamera,CameraPosition,479.9149,529.5737,18.60546,CameraDirection,-0.5046701,-0.6301237,-0.5901291,NT,user-01
636056669156750182,SpatialInputCamera,CameraPosition,474.1909,523.9173,8.082189,CameraDirection,-0.4996175,-0.6405177,-0.5831977,NT,user-01
636056669156906432,SpatialInputCamera,CameraPosition,465.5081,515.5165,-7.921444,CameraDirection,-0.4907769,-0.6531536,-0.5766528,NT,user-01
636056669157062542,SpatialInputCamera,CameraPosition,459.4605,509.9498,-18.85128,CameraDirection,-0.4848814,-0.6582318,-0.5758654,NT,user-01
636056669157218931,SpatialInputCamera,CameraPosition,459.4605,509.9498,-18.85128,CameraDirection,-0.4848814,-0.6582318,-0.5758654,NT,user-01
636056669157375053,SpatialInputCamera,CameraPosition,459.4605,509.9498,-18.85128,CameraDirection,-0.4848814,-0.6582318,-0.5758654,NT,user-01
636056669157531299,SpatialInputCamera,CameraPosition,447.2241,499.1212,-40.99926,CameraDirection,-0.4674045,-0.6617141,-0.5862315,NT,user-01
636056669157687552,SpatialInputCamera,CameraPosition,434.6461,488.174,-63.94798,CameraDirection,-0.4494498,-0.6588674,-0.6032318,NT,user-01
636056669157843945,SpatialInputCamera,CameraPosition,428.2037,482.5006,-75.78512,CameraDirection,-0.4423371,-0.6558944,-0.6116701,NT,user-01
636056669158000026,SpatialInputCamera,CameraPosition,428.2037,482.5006,-75.78512,CameraDirection,-0.4423371,-0.6558944,-0.6116701,NT,user-01
636056669158156555,SpatialInputCamera,CameraPosition,418.5198,474.2507,-94.17444,CameraDirection,-0.4322168,-0.6541483,-0.6207083,NT,user-01
636056669158312833,SpatialInputCamera,CameraPosition,412.1892,468.9375,-106.4742,CameraDirection,-0.4233909,-0.6546268,-0.6262618,NT,user-01
636056669158625139,SpatialInputCamera,CameraPosition,412.1892,468.9375,-106.4742,CameraDirection,-0.4233909,-0.6546268,-0.6262618,NT,user-01
636056669158781377,SpatialInputCamera,CameraPosition,399.2866,458.1519,-131.4047,CameraDirection,-0.4090556,-0.6562362,-0.6340567,NT,user-01
636056669158937692,SpatialInputCamera,CameraPosition,399.2866,458.1519,-131.4047,CameraDirection,-0.4090556,-0.6562362,-0.6340567,NT,user-01
636056669159093941,SpatialInputCamera,CameraPosition,386.3802,447.6485,-156.7585,CameraDirection,-0.3962693,-0.6616538,-0.6365414,NT,user-01
636056669159250195,SpatialInputCamera,CameraPosition,379.8803,442.1836,-169.5359,CameraDirection,-0.3929367,-0.6634588,-0.6367286,NT,user-01
636056669159406444,SpatialInputCamera,CameraPosition,379.8803,442.1836,-169.5359,CameraDirection,-0.3929367,-0.6634588,-0.6367286,NT,user-01
636056669159562538,SpatialInputCamera,CameraPosition,379.8803,442.1836,-169.5359,CameraDirection,-0.3929367,-0.6634588,-0.6367286,NT,user-01
636056669159718947,SpatialInputCamera,CameraPosition,364.373,429.0821,-201.0019,CameraDirection,-0.3900449,-0.6643988,-0.6375259,NT,user-01
636056669159875197,SpatialInputCamera,CameraPosition,352.7867,419.731,-225.371,CameraDirection,-0.3919879,-0.6664467,-0.634188,NT,user-01
636056669160031459,SpatialInputCamera,CameraPosition,352.7867,419.731,-225.371,CameraDirection,-0.3919879,-0.6664467,-0.634188,NT,user-01
636056669160187704,SpatialInputCamera,CameraPosition,342.2856,412.0367,-247.9286,CameraDirection,-0.3914473,-0.6721575,-0.6284689,NT,user-01
636056669160343912,SpatialInputCamera,CameraPosition,337.2778,408.5519,-258.653,CameraDirection,-0.3920855,-0.6752402,-0.6247559,NT,user-01
636056669160500203,SpatialInputCamera,CameraPosition,337.2778,408.5519,-258.653,CameraDirection,-0.3920855,-0.6752402,-0.6247559,NT,user-01
636056669160656600,SpatialInputCamera,CameraPosition,330.2763,403.9028,-273.5902,CameraDirection,-0.3917025,-0.6817533,-0.617885,NT,user-01
636056669160812821,SpatialInputCamera,CameraPosition,325.8205,400.8911,-282.9921,CameraDirection,-0.3926759,-0.6860108,-0.6125317,NT,user-01
636056669161125172,SpatialInputCamera,CameraPosition,325.8205,400.8911,-282.9921,CameraDirection,-0.3926759,-0.6860108,-0.6125317,NT,user-01
636056669161281303,SpatialInputCamera,CameraPosition,317.3035,394.6969,-300.3126,CameraDirection,-0.3972108,-0.6923902,-0.6023447,NT,user-01
636056669161437663,SpatialInputCamera,CameraPosition,317.3035,394.6969,-300.3126,CameraDirection,-0.3972108,-0.6923902,-0.6023447,NT,user-01
636056669161593962,SpatialInputCamera,CameraPosition,309.3365,388.0528,-315.5121,CameraDirection,-0.4024121,-0.6962768,-0.5943596,NT,user-01
636056669161750207,SpatialInputCamera,CameraPosition,305.5184,384.4091,-322.3656,CameraDirection,-0.4048305,-0.6979523,-0.5907408,NT,user-01
636056669161906465,SpatialInputCamera,CameraPosition,299.8211,378.8178,-331.9754,CameraDirection,-0.405793,-0.7030438,-0.5840046,NT,user-01
636056669162062554,SpatialInputCamera,CameraPosition,296.1077,375.0274,-337.9561,CameraDirection,-0.4044172,-0.7083872,-0.578476,NT,user-01
636056669162218808,SpatialInputCamera,CameraPosition,296.1077,375.0274,-337.9561,CameraDirection,-0.4044172,-0.7083872,-0.578476,NT,user-01
636056669162375061,SpatialInputCamera,CameraPosition,289.0723,367.1924,-349.057,CameraDirection,-0.4000742,-0.7195693,-0.567592,NT,user-01
636056669162531307,SpatialInputCamera,CameraPosition,289.0723,367.1924,-349.057,CameraDirection,-0.4000742,-0.7195693,-0.567592,NT,user-01
636056669162687560,SpatialInputCamera,CameraPosition,282.7344,359.8042,-358.9765,CameraDirection,-0.3935726,-0.73144,-0.5568628,NT,user-01
636056669162843814,SpatialInputCamera,CameraPosition,279.7434,356.4888,-363.5658,CameraDirection,-0.3903203,-0.7373495,-0.5513308,NT,user-01
636056669163000224,SpatialInputCamera,CameraPosition,279.7434,356.4888,-363.5658,CameraDirection,-0.3903203,-0.7373495,-0.5513308,NT,user-01
636056669163156383,SpatialInputCamera,CameraPosition,275.5797,352.0705,-369.7903,CameraDirection,-0.3857456,-0.7446656,-0.5446773,NT,user-01
636056669163312579,SpatialInputCamera,CameraPosition,272.9386,349.4669,-373.5394,CameraDirection,-0.3829416,-0.7485025,-0.5413868,NT,user-01
636056669163625168,SpatialInputCamera,CameraPosition,272.9386,349.4669,-373.5394,CameraDirection,-0.3829416,-0.7485025,-0.5413868,NT,user-01
636056669163781319,SpatialInputCamera,CameraPosition,267.8094,344.9331,-380.4463,CameraDirection,-0.3787716,-0.7520956,-0.539337,NT,user-01
636056669163937725,SpatialInputCamera,CameraPosition,267.8094,344.9331,-380.4463,CameraDirection,-0.3787716,-0.7520956,-0.539337,NT,user-01
636056669164093974,SpatialInputCamera,CameraPosition,262.9691,341.204,-386.6962,CameraDirection,-0.3734469,-0.7543194,-0.5399442,NT,user-01
636056669164250232,SpatialInputCamera,CameraPosition,260.7473,339.6552,-389.6593,CameraDirection,-0.3697238,-0.7562475,-0.5398093,NT,user-01
636056669164406477,SpatialInputCamera,CameraPosition,257.6711,337.6988,-393.9625,CameraDirection,-0.363646,-0.7607067,-0.5376678,NT,user-01
636056669164562723,SpatialInputCamera,CameraPosition,255.8631,336.6171,-396.7068,CameraDirection,-0.3591282,-0.7646304,-0.5351331,NT,user-01
636056669164718824,SpatialInputCamera,CameraPosition,255.8631,336.6171,-396.7068,CameraDirection,-0.3591282,-0.7646304,-0.5351331,NT,user-01
636056669164875094,SpatialInputCamera,CameraPosition,252.5786,334.8919,-401.7252,CameraDirection,-0.3516488,-0.7712219,-0.5306221,NT,user-01
636056669165031487,SpatialInputCamera,CameraPosition,252.5786,334.8919,-401.7252,CameraDirection,-0.3516488,-0.7712219,-0.5306221,NT,user-01
636056669165187606,SpatialInputCamera,CameraPosition,249.7188,333.5762,-406.2209,CameraDirection,-0.3472229,-0.7753191,-0.5275573,NT,user-01
636056669165343990,SpatialInputCamera,CameraPosition,248.3225,333.1925,-408.3726,CameraDirection,-0.3459568,-0.776975,-0.5259506,NT,user-01
636056669165500236,SpatialInputCamera,CameraPosition,248.3225,333.1925,-408.3726,CameraDirection,-0.3459568,-0.776975,-0.5259506,NT,user-01
636056669165656625,SpatialInputCamera,CameraPosition,245.494,332.8187,-412.3686,CameraDirection,-0.3446451,-0.7795392,-0.5230092,NT,user-01
636056669165812792,SpatialInputCamera,CameraPosition,244.768,332.8002,-413.3764,CameraDirection,-0.3446866,-0.7802573,-0.5219098,NT,user-01
636056669166125172,SpatialInputCamera,CameraPosition,244.768,332.8002,-413.3764,CameraDirection,-0.3446866,-0.7802573,-0.5219098,NT,user-01
636056669166281336,SpatialInputCamera,CameraPosition,241.5676,332.6066,-417.2319,CameraDirection,-0.3471009,-0.7814537,-0.5185086,NT,user-01
636056669166437741,SpatialInputCamera,CameraPosition,241.5676,332.6066,-417.2319,CameraDirection,-0.3471009,-0.7814537,-0.5185086,NT,user-01
636056669166593999,SpatialInputCamera,CameraPosition,238.3178,332.3834,-420.7751,CameraDirection,-0.3506969,-0.7807047,-0.5172155,NT,user-01
636056669166750240,SpatialInputCamera,CameraPosition,236.7513,332.145,-422.4218,CameraDirection,-0.3524658,-0.7798544,-0.5172957,NT,user-01
636056669166906489,SpatialInputCamera,CameraPosition,234.5966,331.6639,-424.6959,CameraDirection,-0.3538536,-0.7794049,-0.517026,NT,user-01
636056669167062743,SpatialInputCamera,CameraPosition,233.2345,331.2929,-426.0846,CameraDirection,-0.3538388,-0.7797645,-0.5164935,NT,user-01
636056669167218993,SpatialInputCamera,CameraPosition,233.2345,331.2929,-426.0846,CameraDirection,-0.3538388,-0.7797645,-0.5164935,NT,user-01
636056669167375246,SpatialInputCamera,CameraPosition,230.6644,330.3252,-428.5897,CameraDirection,-0.3531626,-0.7808473,-0.5153192,NT,user-01
636056669167531496,SpatialInputCamera,CameraPosition,230.6644,330.3252,-428.5897,CameraDirection,-0.3531626,-0.7808473,-0.5153192,NT,user-01
636056669167687766,SpatialInputCamera,CameraPosition,230.6644,330.3252,-428.5897,CameraDirection,-0.3531626,-0.7808473,-0.5153192,NT,user-01
636056669167844011,SpatialInputCamera,CameraPosition,226.9044,328.4418,-431.9793,CameraDirection,-0.3534907,-0.7810014,-0.5148603,NT,user-01
636056669168000269,SpatialInputCamera,CameraPosition,226.9044,328.4418,-431.9793,CameraDirection,-0.3534907,-0.7810014,-0.5148603,NT,user-01
636056669168156391,SpatialInputCamera,CameraPosition,224.8834,327.3908,-433.5749,CameraDirection,-0.3540783,-0.7805455,-0.5151479,NT,user-01
636056669168312891,SpatialInputCamera,CameraPosition,223.4848,326.6779,-434.6673,CameraDirection,-0.3542378,-0.7810457,-0.514279,NT,user-01
636056669168625193,SpatialInputCamera,CameraPosition,223.4848,326.6779,-434.6673,CameraDirection,-0.3542378,-0.7810457,-0.514279,NT,user-01
636056669168781360,SpatialInputCamera,CameraPosition,220.7684,325.0526,-436.7661,CameraDirection,-0.35449,-0.7821488,-0.5124258,NT,user-01
636056669168937762,SpatialInputCamera,CameraPosition,220.7684,325.0526,-436.7661,CameraDirection,-0.35449,-0.7821488,-0.5124258,NT,user-01
636056669169094011,SpatialInputCamera,CameraPosition,218.063,323.7261,-438.6572,CameraDirection,-0.3520727,-0.7858413,-0.5084273,NT,user-01
636056669169250154,SpatialInputCamera,CameraPosition,216.8069,323.1212,-439.4839,CameraDirection,-0.3495616,-0.7879786,-0.5068497,NT,user-01
636056669169406510,SpatialInputCamera,CameraPosition,215.0311,322.0183,-440.6772,CameraDirection,-0.3464835,-0.7905633,-0.5049345,NT,user-01
636056669169562759,SpatialInputCamera,CameraPosition,213.8948,321.2589,-441.4974,CameraDirection,-0.3453845,-0.7916745,-0.5039455,NT,user-01
636056669169719013,SpatialInputCamera,CameraPosition,213.8948,321.2589,-441.4974,CameraDirection,-0.3453845,-0.7916745,-0.5039455,NT,user-01
636056669169875258,SpatialInputCamera,CameraPosition,211.7561,319.5981,-443.0137,CameraDirection,-0.3454792,-0.7916511,-0.5039174,NT,user-01
636056669170031520,SpatialInputCamera,CameraPosition,211.7561,319.5981,-443.0137,CameraDirection,-0.3454792,-0.7916511,-0.5039174,NT,user-01
636056669170187770,SpatialInputCamera,CameraPosition,210.1979,318.3419,-443.9957,CameraDirection,-0.3427987,-0.7926853,-0.5041223,NT,user-01
636056669170344015,SpatialInputCamera,CameraPosition,209.6884,317.8466,-444.4273,CameraDirection,-0.3407708,-0.7939671,-0.5034795,NT,user-01
636056669170500265,SpatialInputCamera,CameraPosition,209.6884,317.8466,-444.4273,CameraDirection,-0.3407708,-0.7939671,-0.5034795,NT,user-01
636056669170656654,SpatialInputCamera,CameraPosition,208.9451,317.062,-444.9278,CameraDirection,-0.3380805,-0.7956496,-0.5026365,NT,user-01
636056669170812809,SpatialInputCamera,CameraPosition,208.5188,316.5182,-445.2384,CameraDirection,-0.33712,-0.796702,-0.5016136,NT,user-01
636056669171125156,SpatialInputCamera,CameraPosition,208.5188,316.5182,-445.2384,CameraDirection,-0.33712,-0.796702,-0.5016136,NT,user-01
636056669171281524,SpatialInputCamera,CameraPosition,207.9051,315.5444,-445.4711,CameraDirection,-0.3340111,-0.7981614,-0.5013731,NT,user-01
636056669171437642,SpatialInputCamera,CameraPosition,207.9051,315.5444,-445.4711,CameraDirection,-0.3340111,-0.7981614,-0.5013731,NT,user-01
636056669171594023,SpatialInputCamera,CameraPosition,207.5799,314.3859,-445.8436,CameraDirection,-0.3329488,-0.7989795,-0.5007761,NT,user-01
636056669171750273,SpatialInputCamera,CameraPosition,207.543,313.997,-445.9941,CameraDirection,-0.3315324,-0.8000717,-0.4999717,NT,user-01
636056669171906526,SpatialInputCamera,CameraPosition,207.569,313.3304,-446.3889,CameraDirection,-0.3296144,-0.8020282,-0.4981013,NT,user-01
636056669172062772,SpatialInputCamera,CameraPosition,207.6626,313.1339,-446.5533,CameraDirection,-0.3285583,-0.802698,-0.4977201,NT,user-01
636056669172219029,SpatialInputCamera,CameraPosition,207.6626,313.1339,-446.5533,CameraDirection,-0.3285583,-0.802698,-0.4977201,NT,user-01
636056669172375279,SpatialInputCamera,CameraPosition,207.8713,312.9433,-446.7784,CameraDirection,-0.3274772,-0.8031228,-0.4977475,NT,user-01
636056669172531537,SpatialInputCamera,CameraPosition,207.8713,312.9433,-446.7784,CameraDirection,-0.3274772,-0.8031228,-0.4977475,NT,user-01
636056669172687782,SpatialInputCamera,CameraPosition,208.2399,313.0042,-447.1578,CameraDirection,-0.3268495,-0.8036594,-0.4972934,NT,user-01
636056669172844040,SpatialInputCamera,CameraPosition,208.4469,313.2016,-447.3294,CameraDirection,-0.3266073,-0.8040164,-0.4968759,NT,user-01
636056669173000289,SpatialInputCamera,CameraPosition,208.4469,313.2016,-447.3294,CameraDirection,-0.3266073,-0.8040164,-0.4968759,NT,user-01
636056669173156687,SpatialInputCamera,CameraPosition,208.759,313.5142,-447.5974,CameraDirection,-0.3274907,-0.803861,-0.4965455,NT,user-01
636056669173312854,SpatialInputCamera,CameraPosition,208.9619,313.8421,-447.7799,CameraDirection,-0.3282608,-0.8036028,-0.4964547,NT,user-01
636056669173625209,SpatialInputCamera,CameraPosition,208.9619,313.8421,-447.7799,CameraDirection,-0.3282608,-0.8036028,-0.4964547,NT,user-01
636056669173781537,SpatialInputCamera,CameraPosition,209.3437,314.8192,-448.034,CameraDirection,-0.3296313,-0.8027535,-0.4969204,NT,user-01
636056669173937790,SpatialInputCamera,CameraPosition,209.3437,314.8192,-448.034,CameraDirection,-0.3296313,-0.8027535,-0.4969204,NT,user-01
636056669174094048,SpatialInputCamera,CameraPosition,209.5424,315.8104,-448.1711,CameraDirection,-0.331618,-0.8008241,-0.4987086,NT,user-01
636056669174250297,SpatialInputCamera,CameraPosition,209.5762,316.3797,-448.2552,CameraDirection,-0.3322279,-0.8000795,-0.4994971,NT,user-01
636056669174406547,SpatialInputCamera,CameraPosition,209.4483,317.4376,-448.4629,CameraDirection,-0.3334523,-0.7993734,-0.4998114,NT,user-01
636056669174562805,SpatialInputCamera,CameraPosition,209.3271,317.9272,-448.5933,CameraDirection,-0.3340577,-0.7993171,-0.4994974,NT,user-01
636056669174719050,SpatialInputCamera,CameraPosition,209.3271,317.9272,-448.5933,CameraDirection,-0.3340577,-0.7993171,-0.4994974,NT,user-01
636056669174875320,SpatialInputCamera,CameraPosition,209.0269,318.4294,-448.8427,CameraDirection,-0.3358893,-0.7989177,-0.4989078,NT,user-01
636056669175031553,SpatialInputCamera,CameraPosition,209.0269,318.4294,-448.8427,CameraDirection,-0.3358893,-0.7989177,-0.4989078,NT,user-01
636056669175187807,SpatialInputCamera,CameraPosition,208.6633,319.0998,-449.0174,CameraDirection,-0.3368116,-0.7995235,-0.4973132,NT,user-01
636056669175344060,SpatialInputCamera,CameraPosition,208.5298,319.3846,-449.0627,CameraDirection,-0.3368726,-0.8001112,-0.4963256,NT,user-01
636056669175500170,SpatialInputCamera,CameraPosition,208.5298,319.3846,-449.0627,CameraDirection,-0.3368726,-0.8001112,-0.4963256,NT,user-01
636056669175656420,SpatialInputCamera,CameraPosition,208.4516,319.7774,-448.9993,CameraDirection,-0.336192,-0.8011967,-0.4950343,NT,user-01
636056669175968935,SpatialInputCamera,CameraPosition,208.4516,319.7774,-448.9993,CameraDirection,-0.336192,-0.8011967,-0.4950343,NT,user-01
636056669176125275,SpatialInputCamera,CameraPosition,208.4693,319.9963,-448.8558,CameraDirection,-0.3355674,-0.8017679,-0.4945329,NT,user-01
636056669176281557,SpatialInputCamera,CameraPosition,208.6185,320.1644,-448.5764,CameraDirection,-0.3354699,-0.8023983,-0.4935755,NT,user-01
